month,level_1,level_2,level_3,level_4,value
2005-04,M3,M2,M1,Demand Deposits,30761.9
2005-04,M3,M2,Quasi-money,Fixed Deposits,97486
2005-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,409.8
2005-04,M3,M2,Quasi-money,Savings & Other Deposits,67802.5
2005-05,M3,M2,M1,Currency In Active Circulation,14005.1
2005-05,M3,M2,M1,Demand Deposits,30932.9
2005-05,M3,M2,Quasi-money,Fixed Deposits,97513.3
2005-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,412.6
2005-05,M3,M2,Quasi-money,Savings & Other Deposits,67216.9
2005-06,M3,M2,M1,Currency In Active Circulation,14056.5
2005-06,M3,M2,M1,Demand Deposits,31694.1
2005-06,M3,M2,Quasi-money,Fixed Deposits,100071.4
2005-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,412.5
2005-06,M3,M2,Quasi-money,Savings & Other Deposits,67105.3
2005-07,M3,M2,M1,Currency In Active Circulation,14243.8
2005-07,M3,M2,M1,Demand Deposits,31573.7
2005-07,M3,M2,Quasi-money,Fixed Deposits,101262.3
2005-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,412
2005-07,M3,M2,Quasi-money,Savings & Other Deposits,67333.4
2005-08,M3,M2,M1,Currency In Active Circulation,14248.9
2005-08,M3,M2,M1,Demand Deposits,31351.1
2005-08,M3,M2,Quasi-money,Fixed Deposits,102537.7
2005-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,411.9
2005-08,M3,M2,Quasi-money,Savings & Other Deposits,67654.2
2005-09,M3,M2,M1,Currency In Active Circulation,14395.1
2005-09,M3,M2,M1,Demand Deposits,32014.2
2005-09,M3,M2,Quasi-money,Fixed Deposits,104030
2005-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,453.8
2005-09,M3,M2,Quasi-money,Savings & Other Deposits,67634.8
2005-10,M3,M2,M1,Currency In Active Circulation,14549.9
2005-10,M3,M2,M1,Demand Deposits,31757.8
2005-10,M3,M2,Quasi-money,Fixed Deposits,106816.2
2005-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,444.1
2005-10,M3,M2,Quasi-money,Savings & Other Deposits,67030.7
2005-11,M3,M2,M1,Currency In Active Circulation,14523.7
2005-11,M3,M2,M1,Demand Deposits,32498.8
2005-11,M3,M2,Quasi-money,Fixed Deposits,107193.5
2005-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,379.2
2005-11,M3,M2,Quasi-money,Savings & Other Deposits,66522.5
2005-12,M3,M2,M1,Currency In Active Circulation,14601.3
2005-12,M3,M2,M1,Demand Deposits,31803.5
2005-12,M3,M2,Quasi-money,Fixed Deposits,107714.3
2005-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,409.2
2005-12,M3,M2,Quasi-money,Savings & Other Deposits,65721.7
2006-01,M3,M2,M1,Currency In Active Circulation,14782.2
2006-01,M3,M2,M1,Demand Deposits,31154.7
2006-01,M3,M2,Quasi-money,Fixed Deposits,106795.7
2006-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,374.5
2006-01,M3,M2,Quasi-money,Savings & Other Deposits,65085.6
2006-02,M3,M2,M1,Currency In Active Circulation,14742.6
2006-02,M3,M2,M1,Demand Deposits,32148.6
2006-02,M3,M2,Quasi-money,Fixed Deposits,111450.6
2006-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,375.6
2006-02,M3,M2,Quasi-money,Savings & Other Deposits,64627.3
2006-03,M3,M2,M1,Currency In Active Circulation,14725.8
2006-03,M3,M2,M1,Demand Deposits,33213.2
2006-03,M3,M2,Quasi-money,Fixed Deposits,113223.6
2006-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,344.6
2006-03,M3,M2,Quasi-money,Savings & Other Deposits,64960.5
2006-04,M3,M2,M1,Currency In Active Circulation,14852.2
2006-04,M3,M2,M1,Demand Deposits,34113.1
2006-04,M3,M2,Quasi-money,Fixed Deposits,114491.8
2006-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,592.6
2006-04,M3,M2,Quasi-money,Savings & Other Deposits,66192.8
2006-05,M3,M2,M1,Currency In Active Circulation,14832.2
2006-05,M3,M2,M1,Demand Deposits,34242.2
2006-05,M3,M2,Quasi-money,Fixed Deposits,120685.1
2006-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,592.1
2006-05,M3,M2,Quasi-money,Savings & Other Deposits,64972.9
2006-06,M3,M2,M1,Currency In Active Circulation,14875.6
2006-06,M3,M2,M1,Demand Deposits,33730.4
2006-06,M3,M2,Quasi-money,Fixed Deposits,123027.2
2006-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,491.4
2006-06,M3,M2,Quasi-money,Savings & Other Deposits,64712.3
2006-07,M3,M2,M1,Currency In Active Circulation,14926.5
2006-07,M3,M2,M1,Demand Deposits,34082.6
2006-07,M3,M2,Quasi-money,Fixed Deposits,124630.6
2006-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,490.7
2006-07,M3,M2,Quasi-money,Savings & Other Deposits,63612.4
2006-08,M3,M2,M1,Currency In Active Circulation,14911.1
2006-08,M3,M2,M1,Demand Deposits,35812.2
2006-08,M3,M2,Quasi-money,Fixed Deposits,129085.4
2006-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,281.7
2006-08,M3,M2,Quasi-money,Savings & Other Deposits,63838.3
2006-09,M3,M2,M1,Currency In Active Circulation,15191.3
2006-09,M3,M2,M1,Demand Deposits,34681.1
2006-09,M3,M2,Quasi-money,Fixed Deposits,131709.5
2006-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,254.7
2006-09,M3,M2,Quasi-money,Savings & Other Deposits,64334.9
2006-10,M3,M2,M1,Currency In Active Circulation,15022.3
2006-10,M3,M2,M1,Demand Deposits,35147.3
2006-10,M3,M2,Quasi-money,Fixed Deposits,136165.3
2006-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,254.7
2006-10,M3,M2,Quasi-money,Savings & Other Deposits,65411.2
2006-11,M3,M2,M1,Currency In Active Circulation,15134.5
2006-11,M3,M2,M1,Demand Deposits,35963
2006-11,M3,M2,Quasi-money,Fixed Deposits,138285.8
2006-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,257.8
2006-11,M3,M2,Quasi-money,Savings & Other Deposits,66973.1
2006-12,M3,M2,M1,Currency In Active Circulation,15317.6
2006-12,M3,M2,M1,Demand Deposits,37495.2
2006-12,M3,M2,Quasi-money,Fixed Deposits,141619.4
2006-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,220.8
2006-12,M3,M2,Quasi-money,Savings & Other Deposits,68588.1
2007-01,M3,M2,M1,Currency In Active Circulation,15234.8
2007-01,M3,M2,M1,Demand Deposits,38711.4
2007-01,M3,M2,Quasi-money,Fixed Deposits,142083.6
2007-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,220.8
2007-01,M3,M2,Quasi-money,Savings & Other Deposits,69837.4
2007-02,M3,M2,M1,Currency In Active Circulation,15375.2
2007-02,M3,M2,M1,Demand Deposits,38911
2007-02,M3,M2,Quasi-money,Fixed Deposits,146548.2
2007-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,196
2007-02,M3,M2,Quasi-money,Savings & Other Deposits,70864.3
2007-03,M3,M2,M1,Currency In Active Circulation,15519.7
2007-03,M3,M2,M1,Demand Deposits,39534.9
2007-03,M3,M2,Quasi-money,Fixed Deposits,152199.6
2007-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,205.4
2007-03,M3,M2,Quasi-money,Savings & Other Deposits,71159.7
2007-04,M3,M2,M1,Currency In Active Circulation,15756.9
2007-04,M3,M2,M1,Demand Deposits,39545.7
2007-04,M3,M2,Quasi-money,Fixed Deposits,154412.8
2007-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,205.6
2007-04,M3,M2,Quasi-money,Savings & Other Deposits,73569.8
2007-05,M3,M2,M1,Currency In Active Circulation,15917.3
2007-05,M3,M2,M1,Demand Deposits,41786.5
2007-05,M3,M2,Quasi-money,Fixed Deposits,153465.7
2007-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,432.6
2007-05,M3,M2,Quasi-money,Savings & Other Deposits,76179
2007-06,M3,M2,M1,Currency In Active Circulation,16177.1
2007-06,M3,M2,M1,Demand Deposits,43267
2007-06,M3,M2,Quasi-money,Fixed Deposits,153768
2007-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,430.8
2007-06,M3,M2,Quasi-money,Savings & Other Deposits,78930.4
2007-07,M3,M2,M1,Currency In Active Circulation,16178.4
2007-07,M3,M2,M1,Demand Deposits,43996.1
2007-07,M3,M2,Quasi-money,Fixed Deposits,151461.7
2007-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,282.3
2007-07,M3,M2,Quasi-money,Savings & Other Deposits,79763.1
2007-08,M3,M2,M1,Currency In Active Circulation,16240
2007-08,M3,M2,M1,Demand Deposits,45517.4
2007-08,M3,M2,Quasi-money,Fixed Deposits,151277.3
2007-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,304.2
2007-08,M3,M2,Quasi-money,Savings & Other Deposits,79697.6
2007-09,M3,M2,M1,Currency In Active Circulation,16464.5
2007-09,M3,M2,M1,Demand Deposits,45166
2007-09,M3,M2,Quasi-money,Fixed Deposits,152841.2
2007-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,309.8
2007-09,M3,M2,Quasi-money,Savings & Other Deposits,80471.3
2007-10,M3,M2,M1,Currency In Active Circulation,16271.4
2007-10,M3,M2,M1,Demand Deposits,47272.6
2007-10,M3,M2,Quasi-money,Fixed Deposits,152592.1
2007-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,310.4
2007-10,M3,M2,Quasi-money,Savings & Other Deposits,81113.3
2007-11,M3,M2,M1,Currency In Active Circulation,16469.9
2007-11,M3,M2,M1,Demand Deposits,46783.7
2007-11,M3,M2,Quasi-money,Fixed Deposits,155056.5
2007-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,65.6
2007-11,M3,M2,Quasi-money,Savings & Other Deposits,80847.5
2007-12,M3,M2,M1,Currency In Active Circulation,16717
2007-12,M3,M2,M1,Demand Deposits,47978.7
2007-12,M3,M2,Quasi-money,Fixed Deposits,151731.7
2007-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,65.7
2007-12,M3,M2,Quasi-money,Savings & Other Deposits,82282.9
2008-01,M3,M2,M1,Currency In Active Circulation,16817.6
2008-01,M3,M2,M1,Demand Deposits,49931.9
2008-01,M3,M2,Quasi-money,Fixed Deposits,148937.3
2008-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,46
2008-01,M3,M2,Quasi-money,Savings & Other Deposits,83437.9
2008-02,M3,M2,M1,Currency In Active Circulation,17038.9
2008-02,M3,M2,M1,Demand Deposits,51778.7
2008-02,M3,M2,Quasi-money,Fixed Deposits,150562
2008-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,46.1
2008-02,M3,M2,Quasi-money,Savings & Other Deposits,85922.1
2008-03,M3,M2,M1,Currency In Active Circulation,17329.3
2008-03,M3,M2,M1,Demand Deposits,51554
2008-03,M3,M2,Quasi-money,Fixed Deposits,155427.8
2008-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,46.1
2008-03,M3,M2,Quasi-money,Savings & Other Deposits,87773.1
2008-04,M3,M2,M1,Currency In Active Circulation,17278.2
2008-04,M3,M2,M1,Demand Deposits,53941.1
2008-04,M3,M2,Quasi-money,Fixed Deposits,154718.8
2008-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,35.9
2008-04,M3,M2,Quasi-money,Savings & Other Deposits,90879.7
2008-05,M3,M2,M1,Currency In Active Circulation,17524.7
2008-05,M3,M2,M1,Demand Deposits,53741.4
2008-05,M3,M2,Quasi-money,Fixed Deposits,149367.8
2008-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,27.9
2008-05,M3,M2,Quasi-money,Savings & Other Deposits,91755.9
2008-06,M3,M2,M1,Currency In Active Circulation,17679.6
2008-06,M3,M2,M1,Demand Deposits,54939.3
2008-06,M3,M2,Quasi-money,Fixed Deposits,149119.6
2008-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,27.9
2008-06,M3,M2,Quasi-money,Savings & Other Deposits,92733.9
2008-07,M3,M2,M1,Currency In Active Circulation,17809.1
2008-07,M3,M2,M1,Demand Deposits,55499.9
2008-07,M3,M2,Quasi-money,Fixed Deposits,152112
2008-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,48
2008-07,M3,M2,Quasi-money,Savings & Other Deposits,94335.7
2008-08,M3,M2,M1,Currency In Active Circulation,18191.1
2008-08,M3,M2,M1,Demand Deposits,55797.2
2008-08,M3,M2,Quasi-money,Fixed Deposits,148905.9
2008-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,47.9
2008-08,M3,M2,Quasi-money,Savings & Other Deposits,95538.3
2008-09,M3,M2,M1,Currency In Active Circulation,18427.3
2008-09,M3,M2,M1,Demand Deposits,57767.7
2008-09,M3,M2,Quasi-money,Fixed Deposits,152204.7
2008-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,28
2008-09,M3,M2,Quasi-money,Savings & Other Deposits,97306.4
2008-10,M3,M2,M1,Currency In Active Circulation,18789.3
2008-10,M3,M2,M1,Demand Deposits,56928
2008-10,M3,M2,Quasi-money,Fixed Deposits,159614.7
2008-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,3
2008-10,M3,M2,Quasi-money,Savings & Other Deposits,98387.5
2008-11,M3,M2,M1,Currency In Active Circulation,19043.1
2008-11,M3,M2,M1,Demand Deposits,55855.6
2008-11,M3,M2,Quasi-money,Fixed Deposits,158912.8
2008-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,3
2008-11,M3,M2,Quasi-money,Savings & Other Deposits,100882
2008-12,M3,M2,M1,Currency In Active Circulation,19064.5
2008-12,M3,M2,M1,Demand Deposits,57500.5
2008-12,M3,M2,Quasi-money,Fixed Deposits,155121.9
2008-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,18
2008-12,M3,M2,Quasi-money,Savings & Other Deposits,103213.5
2009-01,M3,M2,M1,Currency In Active Circulation,19212.7
2009-01,M3,M2,M1,Demand Deposits,62594
2009-01,M3,M2,Quasi-money,Fixed Deposits,149963.1
2009-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,3
2009-01,M3,M2,Quasi-money,Savings & Other Deposits,105431.1
2009-02,M3,M2,M1,Currency In Active Circulation,19394.4
2009-02,M3,M2,M1,Demand Deposits,62663.3
2009-02,M3,M2,Quasi-money,Fixed Deposits,149694.8
2009-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,3
2009-02,M3,M2,Quasi-money,Savings & Other Deposits,108052.4
2009-03,M3,M2,M1,Currency In Active Circulation,19440.8
2009-03,M3,M2,M1,Demand Deposits,65954.9
2009-03,M3,M2,Quasi-money,Fixed Deposits,152668
2009-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,3
2009-03,M3,M2,Quasi-money,Savings & Other Deposits,109807
2009-04,M3,M2,M1,Currency In Active Circulation,19421.9
2009-04,M3,M2,M1,Demand Deposits,64613.3
2009-04,M3,M2,Quasi-money,Fixed Deposits,152217.1
2009-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,3
2009-04,M3,M2,Quasi-money,Savings & Other Deposits,110974.9
2009-05,M3,M2,M1,Currency In Active Circulation,19528.9
2009-05,M3,M2,M1,Demand Deposits,64798.1
2009-05,M3,M2,Quasi-money,Fixed Deposits,150821.8
2009-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,3
2009-05,M3,M2,Quasi-money,Savings & Other Deposits,112776.9
2009-06,M3,M2,M1,Currency In Active Circulation,19579.9
2009-06,M3,M2,M1,Demand Deposits,66883.4
2009-06,M3,M2,Quasi-money,Fixed Deposits,154399.5
2009-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,3
2009-06,M3,M2,Quasi-money,Savings & Other Deposits,114396
2009-07,M3,M2,M1,Currency In Active Circulation,19696.5
2009-07,M3,M2,M1,Demand Deposits,68703.9
2009-07,M3,M2,Quasi-money,Fixed Deposits,153361.4
2009-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,3
2009-07,M3,M2,Quasi-money,Savings & Other Deposits,116144.3
2009-08,M3,M2,M1,Currency In Active Circulation,19909.4
2009-08,M3,M2,M1,Demand Deposits,69688.7
2009-08,M3,M2,Quasi-money,Fixed Deposits,151614.4
2009-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2009-08,M3,M2,Quasi-money,Savings & Other Deposits,117338.5
2009-09,M3,M2,M1,Currency In Active Circulation,19922.7
2009-09,M3,M2,M1,Demand Deposits,71720.1
2009-09,M3,M2,Quasi-money,Fixed Deposits,152098.5
2009-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2009-09,M3,M2,Quasi-money,Savings & Other Deposits,118642.3
2009-10,M3,M2,M1,Currency In Active Circulation,20134.9
2009-10,M3,M2,M1,Demand Deposits,72272.5
2009-10,M3,M2,Quasi-money,Fixed Deposits,152648.7
2009-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2009-10,M3,M2,Quasi-money,Savings & Other Deposits,119508.6
2009-11,M3,M2,M1,Currency In Active Circulation,20257.7
2009-11,M3,M2,M1,Demand Deposits,73314.7
2009-11,M3,M2,Quasi-money,Fixed Deposits,154345.4
2009-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2009-11,M3,M2,Quasi-money,Savings & Other Deposits,120270.9
2009-12,M3,M2,M1,Currency In Active Circulation,20301.4
2009-12,M3,M2,M1,Demand Deposits,73997.8
2009-12,M3,M2,Quasi-money,Fixed Deposits,156731.1
2009-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2009-12,M3,M2,Quasi-money,Savings & Other Deposits,121760.8
2010-01,M3,M2,M1,Currency In Active Circulation,20535
2010-01,M3,M2,M1,Demand Deposits,73925.7
2010-01,M3,M2,Quasi-money,Fixed Deposits,158059.2
2010-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2010-01,M3,M2,Quasi-money,Savings & Other Deposits,121949.6
2010-02,M3,M2,M1,Currency In Active Circulation,20585.6
2010-02,M3,M2,M1,Demand Deposits,75385.3
2010-02,M3,M2,Quasi-money,Fixed Deposits,154317.1
2010-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2010-02,M3,M2,Quasi-money,Savings & Other Deposits,122376.5
2010-03,M3,M2,M1,Currency In Active Circulation,20925.9
2010-03,M3,M2,M1,Demand Deposits,76212.8
2010-03,M3,M2,Quasi-money,Fixed Deposits,156980.9
2010-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2010-03,M3,M2,Quasi-money,Savings & Other Deposits,124099.4
2010-04,M3,M2,M1,Currency In Active Circulation,21171.7
2010-04,M3,M2,M1,Demand Deposits,77277.1
2010-04,M3,M2,Quasi-money,Fixed Deposits,154550.2
2010-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2010-04,M3,M2,Quasi-money,Savings & Other Deposits,125142.9
2010-05,M3,M2,M1,Currency In Active Circulation,21442.2
2010-05,M3,M2,M1,Demand Deposits,79869.4
2010-05,M3,M2,Quasi-money,Fixed Deposits,154328.9
2010-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2010-05,M3,M2,Quasi-money,Savings & Other Deposits,123994.2
2010-06,M3,M2,M1,Currency In Active Circulation,21502.1
2010-06,M3,M2,M1,Demand Deposits,80885.8
2010-06,M3,M2,Quasi-money,Fixed Deposits,152594.8
2010-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,0
2010-06,M3,M2,Quasi-money,Savings & Other Deposits,126971.5
2010-07,M3,M2,M1,Currency In Active Circulation,21757.9
2010-07,M3,M2,M1,Demand Deposits,81828
2010-07,M3,M2,Quasi-money,Fixed Deposits,153593.1
2010-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,20
2010-07,M3,M2,Quasi-money,Savings & Other Deposits,127949.5
2010-08,M3,M2,M1,Currency In Active Circulation,21782.7
2010-08,M3,M2,M1,Demand Deposits,83978.9
2010-08,M3,M2,Quasi-money,Fixed Deposits,151953.5
2010-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,20
2010-08,M3,M2,Quasi-money,Savings & Other Deposits,130141
2010-09,M3,M2,M1,Currency In Active Circulation,21948.9
2010-09,M3,M2,M1,Demand Deposits,85235.4
2010-09,M3,M2,Quasi-money,Fixed Deposits,152767.5
2010-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,20
2010-09,M3,M2,Quasi-money,Savings & Other Deposits,131850
2010-10,M3,M2,M1,Currency In Active Circulation,22163.9
2010-10,M3,M2,M1,Demand Deposits,86770
2010-10,M3,M2,Quasi-money,Fixed Deposits,157835.7
2010-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,20
2010-10,M3,M2,Quasi-money,Savings & Other Deposits,134069.6
2010-11,M3,M2,M1,Currency In Active Circulation,22182
2010-11,M3,M2,M1,Demand Deposits,89652.2
2010-11,M3,M2,Quasi-money,Fixed Deposits,157072.6
2010-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,20
2010-11,M3,M2,Quasi-money,Savings & Other Deposits,135251.1
2010-12,M3,M2,M1,Currency In Active Circulation,22408.6
2010-12,M3,M2,M1,Demand Deposits,90774.8
2010-12,M3,M2,Quasi-money,Fixed Deposits,154417.3
2010-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,20
2010-12,M3,M2,Quasi-money,Savings & Other Deposits,137010.3
2011-01,M3,M2,M1,Currency In Active Circulation,22604.9
2011-01,M3,M2,M1,Demand Deposits,92579.9
2011-01,M3,M2,Quasi-money,Fixed Deposits,154061.6
2011-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,20
2011-01,M3,M2,Quasi-money,Savings & Other Deposits,135873.1
2011-02,M3,M2,M1,Currency In Active Circulation,23045.2
2011-02,M3,M2,M1,Demand Deposits,93260.8
2011-02,M3,M2,Quasi-money,Fixed Deposits,154521.6
2011-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,20
2011-02,M3,M2,Quasi-money,Savings & Other Deposits,135580.2
2011-03,M3,M2,M1,Currency In Active Circulation,22869.6
2011-03,M3,M2,M1,Demand Deposits,95759.1
2011-03,M3,M2,Quasi-money,Fixed Deposits,156440.2
2011-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,20
2011-03,M3,M2,Quasi-money,Savings & Other Deposits,136289.5
2011-04,M3,M2,M1,Currency In Active Circulation,23137
2011-04,M3,M2,M1,Demand Deposits,98427.3
2011-04,M3,M2,Quasi-money,Fixed Deposits,158453.6
2011-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,20
2011-04,M3,M2,Quasi-money,Savings & Other Deposits,139662.1
2011-05,M3,M2,M1,Currency In Active Circulation,23180.3
2011-05,M3,M2,M1,Demand Deposits,99311.6
2011-05,M3,M2,Quasi-money,Fixed Deposits,157205.2
2011-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,85
2011-05,M3,M2,Quasi-money,Savings & Other Deposits,141032.9
2011-06,M3,M2,M1,Currency In Active Circulation,23321
2011-06,M3,M2,M1,Demand Deposits,100654.7
2011-06,M3,M2,Quasi-money,Fixed Deposits,157380
2011-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,85
2011-06,M3,M2,Quasi-money,Savings & Other Deposits,142110.9
2011-07,M3,M2,M1,Currency In Active Circulation,23587.9
2011-07,M3,M2,M1,Demand Deposits,102057.3
2011-07,M3,M2,Quasi-money,Fixed Deposits,162142.9
2011-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,65
2011-07,M3,M2,Quasi-money,Savings & Other Deposits,143691.5
2011-08,M3,M2,M1,Currency In Active Circulation,23767.2
2011-08,M3,M2,M1,Demand Deposits,104199.5
2011-08,M3,M2,Quasi-money,Fixed Deposits,159351.3
2011-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,165
2011-08,M3,M2,Quasi-money,Savings & Other Deposits,144207.9
2011-09,M3,M2,M1,Currency In Active Circulation,23990.4
2011-09,M3,M2,M1,Demand Deposits,106101.1
2011-09,M3,M2,Quasi-money,Fixed Deposits,159416.2
2011-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,165
2011-09,M3,M2,Quasi-money,Savings & Other Deposits,146214
2011-10,M3,M2,M1,Currency In Active Circulation,24237.1
2011-10,M3,M2,M1,Demand Deposits,107006.3
2011-10,M3,M2,Quasi-money,Fixed Deposits,161539.8
2011-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,165
2011-10,M3,M2,Quasi-money,Savings & Other Deposits,148789.2
2011-11,M3,M2,M1,Currency In Active Circulation,24460.6
2011-11,M3,M2,M1,Demand Deposits,107099.1
2011-11,M3,M2,Quasi-money,Fixed Deposits,161725.2
2011-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,165
2011-11,M3,M2,Quasi-money,Savings & Other Deposits,151129.7
2011-12,M3,M2,M1,Currency In Active Circulation,24824.4
2011-12,M3,M2,M1,Demand Deposits,106218.1
2011-12,M3,M2,Quasi-money,Fixed Deposits,160699.6
2011-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,165
2011-12,M3,M2,Quasi-money,Savings & Other Deposits,152833.9
2012-01,M3,M2,M1,Currency In Active Circulation,24504.8
2012-01,M3,M2,M1,Demand Deposits,104344.6
2012-01,M3,M2,Quasi-money,Fixed Deposits,161695
2012-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,170
2012-01,M3,M2,Quasi-money,Savings & Other Deposits,154564.9
2012-02,M3,M2,M1,Currency In Active Circulation,24918.4
2012-02,M3,M2,M1,Demand Deposits,103306.6
2012-02,M3,M2,Quasi-money,Fixed Deposits,161738.9
2012-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,170
2012-02,M3,M2,Quasi-money,Savings & Other Deposits,154870.7
2012-03,M3,M2,M1,Currency In Active Circulation,25242.8
2012-03,M3,M2,M1,Demand Deposits,103563.1
2012-03,M3,M2,Quasi-money,Fixed Deposits,166993.2
2012-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,170
2012-03,M3,M2,Quasi-money,Savings & Other Deposits,155066.3
2012-04,M3,M2,M1,Currency In Active Circulation,25148.9
2012-04,M3,M2,M1,Demand Deposits,104572.8
2012-04,M3,M2,Quasi-money,Fixed Deposits,163267
2012-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,170
2012-04,M3,M2,Quasi-money,Savings & Other Deposits,153423.2
2012-05,M3,M2,M1,Currency In Active Circulation,25103.4
2012-05,M3,M2,M1,Demand Deposits,104935.3
2012-05,M3,M2,Quasi-money,Fixed Deposits,165566.7
2012-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,140
2012-05,M3,M2,Quasi-money,Savings & Other Deposits,153641.9
2012-06,M3,M2,M1,Currency In Active Circulation,25580.9
2012-06,M3,M2,M1,Demand Deposits,105515.3
