month,level_1,level_2,level_3,level_4,value
2019-08,M3,M2,M1,Currency In Active Circulation,47882.6
2019-08,M3,M2,M1,Demand Deposits,145815.4
2019-08,M3,M2,Quasi-money,Fixed Deposits,223416.8
2019-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,39.3
2019-08,M3,M2,Quasi-money,Savings & Other Deposits,208175.6
2019-09,M3,M2,M1,Currency In Active Circulation,48212.4
2019-09,M3,M2,M1,Demand Deposits,144486.6
2019-09,M3,M2,Quasi-money,Fixed Deposits,227956.4
2019-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,39.3
2019-09,M3,M2,Quasi-money,Savings & Other Deposits,208754.1
2019-10,M3,M2,M1,Currency In Active Circulation,48383.1
2019-10,M3,M2,M1,Demand Deposits,144034.5
2019-10,M3,M2,Quasi-money,Fixed Deposits,227212.6
2019-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,39.4
2019-10,M3,M2,Quasi-money,Savings & Other Deposits,209328.1
2019-11,M3,M2,M1,Currency In Active Circulation,48846.6
2019-11,M3,M2,M1,Demand Deposits,147954.1
2019-11,M3,M2,Quasi-money,Fixed Deposits,227888.1
2019-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,39.5
2019-11,M3,M2,Quasi-money,Savings & Other Deposits,209884.9
2019-12,M3,M2,M1,Currency In Active Circulation,49076.2
2019-12,M3,M2,M1,Demand Deposits,147376.3
2019-12,M3,M2,Quasi-money,Fixed Deposits,225989.2
2019-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,39.5
2019-12,M3,M2,Quasi-money,Savings & Other Deposits,210592
2020-01,M3,M2,M1,Currency In Active Circulation,48796.6
2020-01,M3,M2,M1,Demand Deposits,149582.7
2020-01,M3,M2,Quasi-money,Fixed Deposits,230068.1
2020-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,49.6
2020-01,M3,M2,Quasi-money,Savings & Other Deposits,212016.4
2020-02,M3,M2,M1,Currency In Active Circulation,50243.1
2020-02,M3,M2,M1,Demand Deposits,153591.2
2020-02,M3,M2,Quasi-money,Fixed Deposits,229132.7
2020-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,63.7
2020-02,M3,M2,Quasi-money,Savings & Other Deposits,213860.7
2020-03,M3,M2,M1,Currency In Active Circulation,50708.9
2020-03,M3,M2,M1,Demand Deposits,161991.7
2020-03,M3,M2,Quasi-money,Fixed Deposits,226150.4
2020-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,63.7
2020-03,M3,M2,Quasi-money,Savings & Other Deposits,216751.5
